Supplier,Transporter,Week,Shipment_Qty
S081,T001,6,0.0
S081,T001,7,0.0
S081,T001,8,0.0
S081,T001,9,0.0
S081,T001,10,0.0
S081,T001,11,0.0
S081,T001,12,0.0
S081,T001,13,0.0
S081,T001,14,0.0
S081,T001,15,1110.0
S081,T001,16,0.0
S081,T001,17,0.0
S081,T001,18,0.0
S081,T001,19,1110.0
S081,T001,20,0.0
S081,T001,21,0.0
S081,T001,22,0.0
S081,T001,23,0.0
S081,T001,24,0.0
S081,T002,1,0.0
S081,T002,2,0.0
S081,T002,3,0.0
S081,T002,4,0.0
S081,T002,5,0.0
S081,T002,6,0.0
S081,T002,7,0.0
S081,T002,8,1110.0
S081,T002,9,0.0
S081,T002,10,0.0
S081,T002,11,902.0
S081,T002,12,0.0
S081,T002,13,0.0
S081,T002,14,0.0
S081,T002,15,0.0
S081,T002,16,0.0
S081,T002,17,0.0
S081,T002,18,0.0
S081,T002,19,0.0
S081,T002,20,0.0
S081,T002,21,0.0
S081,T002,22,0.0
S081,T002,23,0.0
S081,T002,24,0.0
S081,T003,1,0.0
S081,T003,2,0.0
S081,T003,3,0.0
S081,T003,4,1110.0
S081,T003,5,0.0
S081,T003,6,0.0
S081,T003,7,0.0
S081,T003,8,0.0
S081,T003,9,0.0
S081,T003,10,0.0
S081,T003,11,0.0
S081,T003,12,0.0
S081,T003,13,0.0
S081,T003,14,0.0
S081,T003,15,0.0
S081,T003,16,836.0
S081,T003,17,0.0
S081,T003,18,0.0
S081,T003,19,0.0
S081,T003,20,0.0
S081,T003,21,0.0
S081,T003,22,0.0
S081,T003,23,1110.0
S081,T003,24,0.0
S081,T004,1,0.0
S081,T004,2,0.0
S081,T004,3,0.0
S081,T004,4,0.0
S081,T004,5,0.0
S081,T004,6,0.0
S081,T004,7,0.0
S081,T004,8,0.0
S081,T004,9,0.0
S081,T004,10,0.0
S081,T004,11,0.0
S081,T004,12,0.0
S081,T004,13,0.0
S081,T004,14,0.0
S081,T004,15,0.0
S081,T004,16,0.0
S081,T004,17,0.0
S081,T004,18,0.0
S081,T004,19,0.0
S081,T004,20,0.0
S081,T004,21,1110.0
S081,T004,22,0.0
S081,T004,23,0.0
S081,T004,24,0.0
S081,T005,1,0.0
S081,T005,2,751.0
S081,T005,3,0.0
S081,T005,4,0.0
S081,T005,5,1110.0
S081,T005,6,0.0
S081,T005,7,0.0
S081,T005,8,0.0
S081,T005,9,0.0
S081,T005,10,0.0
S081,T005,11,208.0
S081,T005,12,263.0
S081,T005,13,0.0
S081,T005,14,1110.0
S081,T005,15,0.0
S081,T005,16,0.0
S081,T005,17,0.0
S081,T005,18,0.0
S081,T005,19,0.0
S081,T005,20,644.0
S081,T005,21,0.0
S081,T005,22,0.0
S081,T005,23,0.0
S081,T005,24,1110.0
S081,T006,1,1110.0
S081,T006,2,0.0
S081,T006,3,1110.0
S081,T006,4,0.0
S081,T006,5,0.0
S081,T006,6,0.0
S081,T006,7,0.0
S081,T006,8,0.0
S081,T006,9,0.0
S081,T006,10,0.0
S081,T006,11,0.0
S081,T006,12,847.0
S081,T006,13,0.0
S081,T006,14,0.0
S081,T006,15,0.0
S081,T006,16,0.0
S081,T006,17,0.0
S081,T006,18,1110.0
S081,T006,19,0.0
S081,T006,20,0.0
S081,T006,21,0.0
S081,T006,22,0.0
S081,T006,23,0.0
S081,T006,24,0.0
S081,T007,1,0.0
S081,T007,2,0.0
S081,T007,3,0.0
S081,T007,4,0.0
S081,T007,5,0.0
S081,T007,6,1110.0
S081,T007,7,1110.0
S081,T007,8,0.0
S081,T007,9,0.0
S081,T007,10,1110.0
S081,T007,11,0.0
S081,T007,12,0.0
S081,T007,13,1110.0
S081,T007,14,0.0
S081,T007,15,0.0
S081,T007,16,274.0
S081,T007,17,1110.0
S081,T007,18,0.0
S081,T007,19,0.0
S081,T007,20,0.0
S081,T007,21,0.0
S081,T007,22,1110.0
S081,T007,23,0.0
S081,T007,24,0.0
S081,T008,1,0.0
S081,T008,2,359.0
S081,T008,3,0.0
S081,T008,4,0.0
S081,T008,5,0.0
S081,T008,6,0.0
S081,T008,7,0.0
S081,T008,8,0.0
S081,T008,9,1110.0
S081,T008,10,0.0
S081,T008,11,0.0
S081,T008,12,0.0
S081,T008,13,0.0
S081,T008,14,0.0
S081,T008,15,0.0
S081,T008,16,0.0
S081,T008,17,0.0
S081,T008,18,0.0
S081,T008,19,0.0
S081,T008,20,0.0
S081,T008,21,0.0
S081,T008,22,0.0
S081,T008,23,0.0
S081,T008,24,0.0
S079,T001,1,0.0
S079,T001,2,0.0
S079,T001,3,0.0
S079,T001,4,1151.0
S079,T001,5,0.0
S079,T001,6,0.0
S079,T001,7,0.0
S079,T001,8,0.0
S079,T001,9,0.0
S079,T001,10,0.0
S079,T001,11,0.0
S079,T001,12,0.0
S079,T001,13,0.0
S079,T001,14,932.0
S079,T001,15,0.0
S079,T001,16,0.0
S079,T001,17,0.0
S079,T001,18,0.0
S079,T001,19,1151.0
S079,T001,20,1151.0
S079,T001,21,65.0
S079,T001,22,0.0
S079,T001,23,89.0
S079,T001,24,273.0
S079,T002,1,0.0
S079,T002,2,0.0
S079,T002,3,622.0
S079,T002,4,0.0
S079,T002,5,0.0
S079,T002,6,0.0
S079,T002,7,0.0
S079,T002,8,0.0
S079,T002,9,722.0
S079,T002,10,0.0
S079,T002,11,0.0
S079,T002,12,0.0
S079,T002,13,0.0
S079,T002,14,0.0
S079,T002,15,0.0
S079,T002,16,0.0
S079,T002,17,0.0
S079,T002,18,0.0
S079,T002,19,0.0
S079,T002,20,0.0
S079,T002,21,452.0
S079,T002,22,0.0
S079,T002,23,0.0
S079,T002,24,0.0
S079,T003,1,0.0
S079,T003,2,0.0
S079,T003,3,0.0
S079,T003,4,0.0
S079,T003,5,1151.0
S079,T003,6,0.0
S079,T003,7,0.0
S079,T003,8,0.0
S079,T003,9,0.0
S079,T003,10,0.0
S079,T003,11,0.0
S079,T003,12,0.0
S079,T003,13,1151.0
S079,T003,14,0.0
S079,T003,15,1151.0
S079,T003,16,0.0
S079,T003,17,0.0
S079,T003,18,0.0
S079,T003,19,0.0
S079,T003,20,0.0
S079,T003,21,0.0
S079,T003,22,925.0
S079,T003,23,1062.0
S079,T003,24,878.0
S079,T004,1,0.0
S079,T004,2,0.0
S079,T004,3,0.0
S079,T004,4,0.0
S079,T004,5,0.0
S079,T004,6,0.0
S079,T004,7,1151.0
S079,T004,8,0.0
S079,T004,9,0.0
S079,T004,10,0.0
S079,T004,11,1151.0
S079,T004,12,1151.0
S079,T004,13,0.0
S079,T004,14,0.0
S079,T004,15,0.0
S079,T004,16,1151.0
S079,T004,17,0.0
S079,T004,18,0.0
S079,T004,19,0.0
S079,T004,20,0.0
S079,T004,21,0.0
S079,T004,22,0.0
S079,T004,23,0.0
S079,T004,24,0.0
S079,T005,1,0.0
S079,T005,2,0.0
S079,T005,3,0.0
S079,T005,4,0.0
S079,T005,5,0.0
S079,T005,6,1151.0
S079,T005,7,0.0
S079,T005,8,0.0
S079,T005,9,429.0
S079,T005,10,0.0
S079,T005,11,0.0
S079,T005,12,0.0
S079,T005,13,0.0
S079,T005,14,0.0
S079,T005,15,0.0
S079,T005,16,0.0
S079,T005,17,0.0
S079,T005,18,0.0
S079,T005,19,0.0
S079,T005,20,0.0
S079,T005,21,0.0
S079,T005,22,0.0
S079,T005,23,0.0
S079,T005,24,0.0
S079,T006,1,0.0
S079,T006,2,555.0
S079,T006,3,0.0
S079,T006,4,0.0
S079,T006,5,0.0
S079,T006,6,0.0
S079,T006,7,0.0
S079,T006,8,0.0
S079,T006,9,0.0
S079,T006,10,0.0
S079,T006,11,0.0
S079,T006,12,0.0
S079,T006,13,0.0
S079,T006,14,219.0
S079,T006,15,0.0
S079,T006,16,0.0
S079,T006,17,0.0
S079,T006,18,0.0
S079,T006,19,0.0
S079,T006,20,0.0
S079,T006,21,0.0
S079,T006,22,0.0
S079,T006,23,0.0
S079,T006,24,0.0
S079,T007,1,0.0
S079,T007,2,0.0
S079,T007,3,529.0
S079,T007,4,0.0
S079,T007,5,0.0
S079,T007,6,0.0
S079,T007,7,0.0
S079,T007,8,1151.0
S079,T007,9,0.0
S079,T007,10,0.0
S079,T007,11,0.0
S079,T007,12,0.0
S079,T007,13,0.0
S079,T007,14,0.0
S079,T007,15,0.0
S079,T007,16,0.0
S079,T007,17,0.0
S079,T007,18,0.0
S079,T007,19,0.0
S079,T007,20,0.0
S079,T007,21,634.0
S079,T007,22,226.0
S079,T007,23,0.0
S079,T007,24,0.0
S079,T008,1,0.0
S079,T008,2,0.0
S079,T008,3,0.0
S079,T008,4,0.0
S079,T008,5,0.0
S079,T008,6,0.0
S079,T008,7,0.0
S079,T008,8,0.0
S079,T008,9,0.0
S079,T008,10,1151.0
S079,T008,11,0.0
S079,T008,12,0.0
S079,T008,13,0.0
S079,T008,14,0.0
S079,T008,15,0.0
S079,T008,16,0.0
S079,T008,17,0.0
S079,T008,18,0.0
S079,T008,19,0.0
S079,T008,20,0.0
S079,T008,21,0.0
S079,T008,22,0.0
S079,T008,23,0.0
S079,T008,24,0.0
S388,T001,1,0.0
S388,T001,2,0.0
S388,T001,3,0.0
S388,T001,4,0.0
S388,T001,5,0.0
S388,T001,6,0.0
S388,T001,7,0.0
S388,T001,8,752.0
S388,T001,9,0.0
S388,T001,10,0.0
S388,T001,11,1096.0
S388,T001,12,0.0
S388,T001,13,0.0
S388,T001,14,1096.0
S388,T001,15,0.0
S388,T001,16,0.0
S388,T001,17,0.0
S388,T001,18,0.0
S388,T001,19,0.0
S388,T001,20,0.0
S388,T001,21,0.0
S388,T001,22,0.0
S388,T001,23,1096.0
S388,T001,24,0.0
S388,T002,1,0.0
S388,T002,2,0.0
S388,T002,3,0.0
S388,T002,4,0.0
S388,T002,5,0.0
S388,T002,6,0.0
S388,T002,7,0.0
S388,T002,8,0.0
S388,T002,9,0.0
S388,T002,10,0.0
S388,T002,11,0.0
S388,T002,12,0.0
S388,T002,13,0.0
S388,T002,14,0.0
S388,T002,15,0.0
S388,T002,16,0.0
S388,T002,17,0.0
S388,T002,18,0.0
S388,T002,19,0.0
S388,T002,20,0.0
S388,T002,21,0.0
S388,T002,22,0.0
S388,T002,23,0.0
S388,T002,24,0.0
S388,T003,1,0.0
S388,T003,2,0.0
S388,T003,3,1096.0
S388,T003,4,0.0
S388,T003,5,0.0
S388,T003,6,0.0
S388,T003,7,0.0
S388,T003,8,0.0
S388,T003,9,0.0
S388,T003,10,0.0
S388,T003,11,0.0
S388,T003,12,275.0
S388,T003,13,0.0
S388,T003,14,0.0
S388,T003,15,0.0
S388,T003,16,1096.0
S388,T003,17,0.0
S388,T003,18,0.0
S388,T003,19,0.0
S388,T003,20,0.0
S388,T003,21,0.0
S388,T003,22,0.0
S388,T003,23,0.0
S388,T003,24,0.0
S388,T004,1,1096.0
S388,T004,2,0.0
S388,T004,3,0.0
S388,T004,4,0.0
S388,T004,5,1096.0
S388,T004,6,0.0
S388,T004,7,0.0
S388,T004,8,0.0
S388,T004,9,0.0
S388,T004,10,1096.0
S388,T004,11,0.0
S388,T004,12,0.0
S388,T004,13,0.0
S388,T004,14,0.0
S388,T004,15,0.0
S388,T004,16,0.0
S388,T004,17,0.0
S388,T004,18,1096.0
S388,T004,19,0.0
S388,T004,20,0.0
S388,T004,21,0.0
S388,T004,22,1096.0
S388,T004,23,0.0
S388,T004,24,0.0
S388,T005,1,0.0
S388,T005,2,1096.0
S388,T005,3,0.0
S388,T005,4,0.0
S388,T005,5,0.0
S388,T005,6,0.0
S388,T005,7,0.0
S388,T005,8,0.0
S388,T005,9,0.0
S388,T005,10,0.0
S388,T005,11,0.0
S388,T005,12,0.0
S388,T005,13,0.0
S388,T005,14,0.0
S388,T005,15,0.0
S388,T005,16,0.0
S388,T005,17,403.0
S388,T005,18,0.0
S388,T005,19,0.0
S388,T005,20,0.0
S388,T005,21,0.0
S388,T005,22,0.0
S388,T005,23,0.0
S388,T005,24,0.0
S388,T006,1,0.0
S388,T006,2,0.0
S388,T006,3,0.0
S388,T006,4,0.0
S388,T006,5,0.0
S388,T006,6,0.0
S388,T006,7,1096.0
S388,T006,8,344.0
S388,T006,9,0.0
S388,T006,10,0.0
S388,T006,11,0.0
S388,T006,12,0.0
S388,T006,13,0.0
S388,T006,14,0.0
S388,T006,15,379.0
S388,T006,16,0.0
S388,T006,17,0.0
S388,T006,18,0.0
S388,T006,19,1096.0
S388,T006,20,1096.0
S388,T006,21,0.0
S388,T006,22,0.0
S388,T006,23,0.0
S388,T006,24,1096.0
S388,T007,1,0.0
S388,T007,2,0.0
S388,T007,3,0.0
S388,T007,4,1096.0
S388,T007,5,0.0
S388,T007,6,0.0
S388,T007,7,0.0
S388,T007,8,0.0
S388,T007,9,0.0
S388,T007,10,0.0
S388,T007,11,0.0
S388,T007,12,0.0
S388,T007,13,0.0
S388,T007,14,0.0
S388,T007,15,0.0
S388,T007,16,0.0
S388,T007,17,693.0
S388,T007,18,0.0
S388,T007,19,0.0
S388,T007,20,0.0
S388,T007,21,0.0
S388,T007,22,0.0
S388,T007,23,0.0
S388,T007,24,0.0
S388,T008,1,0.0
S388,T008,2,0.0
S388,T008,3,0.0
S388,T008,4,0.0
S388,T008,5,0.0
S388,T008,6,1096.0
S388,T008,7,0.0
S388,T008,8,0.0
S388,T008,9,1096.0
S388,T008,10,0.0
S388,T008,11,0.0
S388,T008,12,821.0
S388,T008,13,1096.0
S388,T008,14,0.0
S388,T008,15,0.0
S388,T008,16,0.0
S388,T008,17,0.0
S388,T008,18,0.0
S388,T008,19,0.0
S388,T008,20,0.0
S388,T008,21,0.0
S388,T008,22,0.0
S388,T008,23,0.0
S388,T008,24,0.0
S339,T001,1,0.0
S339,T001,2,0.0
S339,T001,3,0.0
S339,T001,4,0.0
S339,T001,5,0.0
S339,T001,6,1073.0
S339,T001,7,0.0
S339,T001,8,0.0
S339,T001,9,0.0
S339,T001,10,0.0
S339,T001,11,0.0
S339,T001,12,0.0
S339,T001,13,0.0
S339,T001,14,0.0
S339,T001,15,0.0
S339,T001,16,0.0
S339,T001,17,0.0
S339,T001,18,0.0
S339,T001,19,0.0
S339,T001,20,836.0
S339,T001,21,0.0
S339,T001,22,0.0
S339,T001,23,0.0
S339,T001,24,0.0
S339,T002,1,0.0
S339,T002,2,0.0
S339,T002,3,0.0
S339,T002,4,731.0
S339,T002,5,0.0
S339,T002,6,0.0
S339,T002,7,0.0
S339,T002,8,0.0
S339,T002,9,0.0
S339,T002,10,0.0
S339,T002,11,0.0
S339,T002,12,1073.0
S339,T002,13,0.0
S339,T002,14,0.0
S339,T002,15,0.0
S339,T002,16,0.0
S339,T002,17,0.0
S339,T002,18,0.0
S339,T002,19,0.0
S339,T002,20,0.0
S339,T002,21,0.0
S339,T002,22,1073.0
S339,T002,23,0.0
S339,T002,24,0.0
S339,T003,1,0.0
S339,T003,2,0.0
S339,T003,3,0.0
S339,T003,4,0.0
S339,T003,5,0.0
S339,T003,6,0.0
S339,T003,7,0.0
S339,T003,8,0.0
S339,T003,9,0.0
S339,T003,10,860.0
S339,T003,11,0.0
S339,T003,12,0.0
S339,T003,13,0.0
S339,T003,14,0.0
S339,T003,15,0.0
S339,T003,16,0.0
S339,T003,17,0.0
S339,T003,18,0.0
S339,T003,19,0.0
S339,T003,20,237.0
S339,T003,21,1073.0
S339,T003,22,0.0
S339,T003,23,0.0
S339,T003,24,0.0
S339,T004,1,0.0
S339,T004,2,0.0
S339,T004,3,0.0
S339,T004,4,0.0
S339,T004,5,0.0
S339,T004,6,0.0
S339,T004,7,0.0
S339,T004,8,0.0
S339,T004,9,0.0
S339,T004,10,0.0
S339,T004,11,0.0
S339,T004,12,0.0
S339,T004,13,0.0
S339,T004,14,0.0
S339,T004,15,0.0
S339,T004,16,0.0
S339,T004,17,1073.0
S339,T004,18,0.0
S339,T004,19,0.0
S339,T004,20,0.0
S339,T004,21,0.0
S339,T004,22,0.0
S339,T004,23,0.0
S339,T004,24,0.0
S339,T005,1,0.0
S339,T005,2,0.0
S339,T005,3,0.0
S339,T005,4,0.0
S339,T005,5,0.0
S339,T005,6,0.0
S339,T005,7,1073.0
S339,T005,8,0.0
S339,T005,9,0.0
S339,T005,10,213.0
S339,T005,11,0.0
S339,T005,12,0.0
S339,T005,13,0.0
S339,T005,14,0.0
S339,T005,15,0.0
S339,T005,16,0.0
S339,T005,17,0.0
S339,T005,18,0.0
S339,T005,19,0.0
S339,T005,20,0.0
S339,T005,21,0.0
S339,T005,22,0.0
S339,T005,23,0.0
S339,T005,24,0.0
S339,T006,1,0.0
S339,T006,2,1073.0
S339,T006,3,0.0
S339,T006,4,0.0
S339,T006,5,1073.0
S339,T006,6,0.0
S339,T006,7,0.0
S339,T006,8,0.0
S339,T006,9,1073.0
S339,T006,10,0.0
S339,T006,11,1073.0
S339,T006,12,0.0
S339,T006,13,0.0
S339,T006,14,0.0
S339,T006,15,1073.0
S339,T006,16,1073.0
S339,T006,17,0.0
S339,T006,18,0.0
S339,T006,19,0.0
S339,T006,20,0.0
S339,T006,21,0.0
S339,T006,22,0.0
S339,T006,23,0.0
S339,T006,24,0.0
S339,T007,1,0.0
S339,T007,2,0.0
S339,T007,3,0.0
S339,T007,4,0.0
S339,T007,5,0.0
S339,T007,6,0.0
S339,T007,7,0.0
S339,T007,8,0.0
S339,T007,9,0.0
S339,T007,10,0.0
S339,T007,11,0.0
S339,T007,12,0.0
S339,T007,13,0.0
S339,T007,14,1073.0
S339,T007,15,0.0
S339,T007,16,0.0
S339,T007,17,0.0
S339,T007,18,0.0
S339,T007,19,0.0
S339,T007,20,0.0
S339,T007,21,0.0
S339,T007,22,0.0
S339,T007,23,0.0
S339,T007,24,0.0
S339,T008,1,0.0
S339,T008,2,0.0
S339,T008,3,0.0
S339,T008,4,342.0
S339,T008,5,0.0
S339,T008,6,0.0
S339,T008,7,0.0
S339,T008,8,0.0
S339,T008,9,0.0
S339,T008,10,0.0
S339,T008,11,0.0
S339,T008,12,0.0
S339,T008,13,1073.0
S339,T008,14,0.0
S339,T008,15,0.0
S339,T008,16,0.0
S339,T008,17,0.0
S339,T008,18,0.0
S339,T008,19,0.0
S339,T008,20,0.0
S339,T008,21,0.0
S339,T008,22,0.0
S339,T008,23,1073.0
S339,T008,24,0.0
S093,T001,1,0.0
S093,T001,2,0.0
S093,T001,3,0.0
S093,T001,4,0.0
S093,T001,5,0.0
S093,T001,6,1144.0
S093,T001,7,0.0
S093,T001,8,0.0
S093,T001,9,0.0
S093,T001,10,0.0
S093,T001,11,0.0
S093,T001,12,1144.0
S093,T001,13,0.0
S093,T001,14,0.0
S093,T001,15,0.0
S093,T001,16,1144.0
S093,T001,17,0.0
S093,T001,18,0.0
S093,T001,19,0.0
S093,T001,20,0.0
S093,T001,21,0.0
S093,T001,22,0.0
S093,T001,23,0.0
S093,T001,24,0.0
S093,T002,1,0.0
S093,T002,2,0.0
S093,T002,3,0.0
S093,T002,4,0.0
S093,T002,5,0.0
S093,T002,6,0.0
S093,T002,7,0.0
S093,T002,8,0.0
S093,T002,9,0.0
S093,T002,10,0.0
S093,T002,11,0.0
S093,T002,12,0.0
S093,T002,13,0.0
S093,T002,14,0.0
S093,T002,15,0.0
S093,T002,16,0.0
S093,T002,17,0.0
S093,T002,18,0.0
S093,T002,19,0.0
S093,T002,20,0.0
S093,T002,21,0.0
S093,T002,22,0.0
S093,T002,23,0.0
S093,T002,24,1144.0
S093,T003,1,0.0
S093,T003,2,0.0
S093,T003,3,0.0
S093,T003,4,0.0
S093,T003,5,0.0
S093,T003,6,0.0
S093,T003,7,0.0
S093,T003,8,0.0
S093,T003,9,0.0
S093,T003,10,0.0
S093,T003,11,0.0
S093,T003,12,0.0
S093,T003,13,0.0
S093,T003,14,0.0
S093,T003,15,1096.0
S093,T003,16,0.0
S093,T003,17,1144.0
S093,T003,18,0.0
S093,T003,19,449.0
S093,T003,20,0.0
S093,T003,21,0.0
S093,T003,22,0.0
S093,T003,23,0.0
S093,T003,24,0.0
S093,T004,1,1144.0
S093,T004,2,1144.0
S093,T004,3,0.0
S093,T004,4,0.0
S093,T004,5,0.0
S093,T004,6,0.0
S093,T004,7,0.0
S093,T004,8,0.0
S093,T004,9,0.0
S093,T004,10,0.0
S093,T004,11,0.0
S093,T004,12,0.0
S093,T004,13,0.0
S093,T004,14,0.0
S093,T004,15,0.0
S093,T004,16,0.0
S093,T004,17,0.0
S093,T004,18,0.0
S093,T004,19,0.0
S093,T004,20,0.0
S093,T004,21,0.0
S093,T004,22,1144.0
S093,T004,23,0.0
S093,T004,24,0.0
S093,T005,1,0.0
S093,T005,2,0.0
S093,T005,3,462.0
S093,T005,4,0.0
S093,T005,5,0.0
S093,T005,6,0.0
S093,T005,7,0.0
S093,T005,8,0.0
S093,T005,9,0.0
S093,T005,10,0.0
S093,T005,11,0.0
S093,T005,12,0.0
S093,T005,13,0.0
S093,T005,14,0.0
S093,T005,15,48.0
S093,T005,16,0.0
S093,T005,17,0.0
S093,T005,18,0.0
S093,T005,19,0.0
S093,T005,20,0.0
S093,T005,21,0.0
S093,T005,22,0.0
S093,T005,23,157.0
S093,T005,24,0.0
S093,T006,1,0.0
S093,T006,2,0.0
S093,T006,3,682.0
S093,T006,4,0.0
S093,T006,5,0.0
S093,T006,6,0.0
S093,T006,7,0.0
S093,T006,8,0.0
S093,T006,9,0.0
S093,T006,10,0.0
S093,T006,11,0.0
S093,T006,12,0.0
S093,T006,13,0.0
S093,T006,14,0.0
S093,T006,15,0.0
S093,T006,16,0.0
S093,T006,17,0.0
S093,T006,18,0.0
S093,T006,19,0.0
S093,T006,20,1144.0
S093,T006,21,0.0
S093,T006,22,0.0
S093,T006,23,0.0
S093,T006,24,0.0
S093,T007,1,0.0
S093,T007,2,0.0
S093,T007,3,0.0
S093,T007,4,0.0
S093,T007,5,0.0
S093,T007,6,0.0
S093,T007,7,1144.0
S093,T007,8,0.0
S093,T007,9,0.0
S093,T007,10,0.0
S093,T007,11,0.0
S093,T007,12,0.0
S093,T007,13,0.0
S093,T007,14,0.0
S093,T007,15,0.0
S093,T007,16,0.0
S093,T007,17,0.0
S093,T007,18,1144.0
S093,T007,19,0.0
S093,T007,20,0.0
S093,T007,21,0.0
S093,T007,22,0.0
S093,T007,23,0.0
S093,T007,24,0.0
S093,T008,1,0.0
S093,T008,2,0.0
S093,T008,3,0.0
S093,T008,4,1144.0
S093,T008,5,0.0
S093,T008,6,0.0
S093,T008,7,0.0
S093,T008,8,1144.0
S093,T008,9,0.0
S093,T008,10,1144.0
S093,T008,11,1144.0
S093,T008,12,0.0
S093,T008,13,0.0
S093,T008,14,1144.0
S093,T008,15,0.0
S093,T008,16,0.0
S093,T008,17,0.0
S093,T008,18,0.0
S093,T008,19,695.0
S093,T008,20,0.0
S093,T008,21,1144.0
S093,T008,22,0.0
S093,T008,23,0.0
S093,T008,24,0.0
S331,T001,1,0.0
S331,T001,2,0.0
S331,T001,3,0.0
S331,T001,4,0.0
S331,T001,5,482.0
S331,T001,6,0.0
S331,T001,7,0.0
S331,T001,8,1165.0
S331,T001,9,0.0
S331,T001,10,1165.0
S331,T001,11,0.0
S331,T001,12,0.0
S331,T001,13,0.0
S331,T001,14,0.0
S331,T001,15,768.0
S331,T001,16,0.0
S331,T001,17,0.0
S331,T001,18,0.0
S331,T001,19,0.0
S331,T001,20,0.0
S331,T001,21,0.0
S331,T001,22,0.0
S331,T001,23,0.0
S331,T001,24,0.0
S331,T002,1,0.0
S331,T002,2,1165.0
S331,T002,3,0.0
S331,T002,4,0.0
S331,T002,5,26.0
S331,T002,6,0.0
S331,T002,7,0.0
S331,T002,8,0.0
S331,T002,9,0.0
S331,T002,10,0.0
S331,T002,11,0.0
S331,T002,12,0.0
S331,T002,13,0.0
S331,T002,14,0.0
S331,T002,15,0.0
S331,T002,16,0.0
S331,T002,17,0.0
S331,T002,18,0.0
S331,T002,19,0.0
S331,T002,20,0.0
S331,T002,21,0.0
S331,T002,22,0.0
S331,T002,23,0.0
S331,T002,24,0.0
S331,T003,1,0.0
S331,T003,2,0.0
S331,T003,3,0.0
S331,T003,4,0.0
S331,T003,5,0.0
S331,T003,6,0.0
S331,T003,7,0.0
S331,T003,8,0.0
S331,T003,9,1165.0
S331,T003,10,0.0
S331,T003,11,0.0
S331,T003,12,0.0
S331,T003,13,0.0
S331,T003,14,0.0
S331,T003,15,0.0
S331,T003,16,0.0
S331,T003,17,0.0
S331,T003,18,0.0
S331,T003,19,0.0
S331,T003,20,0.0
S331,T003,21,0.0
S331,T003,22,0.0
S331,T003,23,0.0
S331,T003,24,0.0
S331,T004,1,0.0
S331,T004,2,0.0
S331,T004,3,0.0
S331,T004,4,1165.0
S331,T004,5,0.0
S331,T004,6,0.0
S331,T004,7,0.0
S331,T004,8,0.0
S331,T004,9,0.0
S331,T004,10,0.0
S331,T004,11,0.0
S331,T004,12,0.0
S331,T004,13,0.0
S331,T004,14,1165.0
S331,T004,15,0.0
S331,T004,16,0.0
S331,T004,17,0.0
S331,T004,18,1165.0
S331,T004,19,0.0
S331,T004,20,0.0
S331,T004,21,0.0
S331,T004,22,0.0
S331,T004,23,0.0
S331,T004,24,0.0
S331,T005,1,0.0
S331,T005,2,0.0
S331,T005,3,0.0
S331,T005,4,0.0
S331,T005,5,0.0
S331,T005,6,0.0
S331,T005,7,0.0
S331,T005,8,0.0
S331,T005,9,0.0
S331,T005,10,0.0
S331,T005,11,0.0
S331,T005,12,0.0
S331,T005,13,0.0
S331,T005,14,0.0
S331,T005,15,397.0
S331,T005,16,0.0
S331,T005,17,0.0
S331,T005,18,0.0
S331,T005,19,0.0
S331,T005,20,0.0
S331,T005,21,1165.0
S331,T005,22,0.0
S331,T005,23,1165.0
S331,T005,24,0.0
S331,T006,1,0.0
S331,T006,2,0.0
S331,T006,3,0.0
S331,T006,4,0.0
S331,T006,5,0.0
S331,T006,6,0.0
S331,T006,7,0.0
S331,T006,8,0.0
S331,T006,9,0.0
S331,T006,10,0.0
S331,T006,11,0.0
S331,T006,12,0.0
S331,T006,13,0.0
S331,T006,14,0.0
S331,T006,15,0.0
S331,T006,16,1165.0
S331,T006,17,0.0
S331,T006,18,0.0
S331,T006,19,0.0
S331,T006,20,0.0
S331,T006,21,0.0
S331,T006,22,0.0
S331,T006,23,0.0
S331,T006,24,0.0
S331,T007,1,1165.0
S331,T007,2,0.0
S331,T007,3,0.0
S331,T007,4,0.0
S331,T007,5,0.0
S331,T007,6,1165.0
S331,T007,7,0.0
S331,T007,8,0.0
S331,T007,9,0.0
S331,T007,10,0.0
S331,T007,11,0.0
S331,T007,12,0.0
S331,T007,13,0.0
S331,T007,14,0.0
S331,T007,15,0.0
S331,T007,16,0.0
S331,T007,17,0.0
S331,T007,18,0.0
S331,T007,19,1165.0
S331,T007,20,1165.0
S331,T007,21,0.0
S331,T007,22,1165.0
S331,T007,23,0.0
S331,T007,24,0.0
S331,T008,1,0.0
S331,T008,2,0.0
S331,T008,3,0.0
S331,T008,4,0.0
S331,T008,5,657.0
S331,T008,6,0.0
S331,T008,7,0.0
S331,T008,8,0.0
S331,T008,9,0.0
S331,T008,10,0.0
S331,T008,11,0.0
S331,T008,12,0.0
S331,T008,13,1165.0
S331,T008,14,0.0
S331,T008,15,0.0
S331,T008,16,0.0
S331,T008,17,1165.0
S331,T008,18,0.0
S331,T008,19,0.0
S331,T008,20,0.0
S331,T008,21,0.0
S331,T008,22,0.0
S331,T008,23,0.0
S331,T008,24,0.0
S296,T001,1,0.0
S296,T001,2,0.0
S296,T001,3,0.0
S296,T001,4,273.0
S296,T001,5,0.0
S296,T001,6,0.0
S296,T001,7,0.0
S296,T001,8,0.0
S296,T001,9,0.0
